data_last_changed_utc,last_operation_utc,last_operation,bulb_count,paired_bulbs
2026-08-31T12:23:18Z,2026-08-31T13:36:03Z,tested_BULB-L14,19,BULB-L01; BULB-L02; BULB-L03; BULB-L04; BULB-L05; BULB-L06; BULB-L07; BULB-L08; BULB-L09; BULB-L10; BULB-L11; BULB-L12; BULB-L13; BULB-L14; BULB-L15; BULB-L16; BULB-L17; BULB-L18; BULB-L19
